Model/RNN/multi_rnn_cell/cell_0/lstm_cell/bias	/job:localhost/replica:0/task:0/device:GPU:0	1	3	4	['(800x1)']	Model/RNN/multi_rnn_cell/cell_0/lstm_cell/bias = VariableV2()
Model/RNN/multi_rnn_cell/cell_0/lstm_cell/bias/read	/job:localhost/replica:0/task:0/device:GPU:0	0	2	4	['(800x1)']	Model/RNN/multi_rnn_cell/cell_0/lstm_cell/bias/read = Identity(Model/RNN/multi_rnn_cell/cell_0/lstm_cell/bias)
Model/RNN/multi_rnn_cell/cell_0/lstm_cell/kernel	/job:localhost/replica:0/task:0/device:GPU:0	1	9	10	['(400x800)']	Model/RNN/multi_rnn_cell/cell_0/lstm_cell/kernel = VariableV2()
Model/RNN/multi_rnn_cell/cell_0/lstm_cell/kernel/read	/job:localhost/replica:0/task:0/device:GPU:0	1	2	6	['(400x800)']	Model/RNN/multi_rnn_cell/cell_0/lstm_cell/kernel/read = Identity(Model/RNN/multi_rnn_cell/cell_0/lstm_cell/kernel)
Model/RNN/multi_rnn_cell/cell_1/lstm_cell/bias	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(800x1)']	Model/RNN/multi_rnn_cell/cell_1/lstm_cell/bias = VariableV2()
Model/RNN/multi_rnn_cell/cell_1/lstm_cell/bias/read	/job:localhost/replica:0/task:0/device:GPU:0	0	1	4	['(800x1)']	Model/RNN/multi_rnn_cell/cell_1/lstm_cell/bias/read = Identity(Model/RNN/multi_rnn_cell/cell_1/lstm_cell/bias)
Model/RNN/multi_rnn_cell/cell_1/lstm_cell/kernel	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(400x800)']	Model/RNN/multi_rnn_cell/cell_1/lstm_cell/kernel = VariableV2()
Model/RNN/multi_rnn_cell/cell_1/lstm_cell/kernel/read	/job:localhost/replica:0/task:0/device:GPU:0	0	1	6	['(400x800)']	Model/RNN/multi_rnn_cell/cell_1/lstm_cell/kernel/read = Identity(Model/RNN/multi_rnn_cell/cell_1/lstm_cell/kernel)
Model/embedding	/job:localhost/replica:0/task:0/device:CPU:0	1	7	9	['(10000x200)']	Model/embedding = VariableV2()
Model/embedding/read	/job:localhost/replica:0/task:0/device:CPU:0	1	1	3	['(10000x200)']	Model/embedding/read = Identity(Model/embedding)
Model/global_step	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(int64 1x1)']	Model/global_step = VariableV2()
Model/softmax_b	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(10000x1)']	Model/softmax_b = VariableV2()
Model/softmax_b/read	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(10000x1)']	Model/softmax_b/read = Identity(Model/softmax_b)
Model/softmax_w	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(200x10000)']	Model/softmax_w = VariableV2()
Model/softmax_w/read	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(200x10000)']	Model/softmax_w/read = Identity(Model/softmax_w)
Train/Model/GradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1	27	38	['(int64 1x1)']	Train/Model/GradientDescent = AssignAdd(Model/global_step, Train/Model/GradientDescent/value)
Train/Model/GradientDescent/update	/job:localhost/replica:0/task:0/device:GPU:0	1	2	3	['(no output info)']	Train/Model/GradientDescent/update = NoOp(^Train/Model/GradientDescent/update/NoOp, ^Train/Model/GradientDescent/update/NoOp_1/_113)
Train/Model/GradientDescent/update/NoOp	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(no output info)']	Train/Model/GradientDescent/update/NoOp = NoOp(^Train/Model/GradientDescent/update_Model/RNN/multi_rnn_cell/cell_0/lstm_cell/bias/ApplyGradientDescent, ^Train/Model/GradientDescent/update_Model/RNN/multi_rnn_cell/cell_0/lstm_cell/kernel/ApplyGradientDescent, ^Train/Model/GradientDescent/update_Model/RNN/multi_rnn_cell/cell_1/lstm_cell/bias/ApplyGradientDescent, ^Train/Model/GradientDescent/update_Model/RNN/multi_rnn_cell/cell_1/lstm_cell/kernel/ApplyGradientDescent, ^Train/Model/GradientDescent/update_Model/softmax_b/ApplyGradientDescent, ^Train/Model/GradientDescent/update_Model/softmax_w/ApplyGradientDescent)
Train/Model/GradientDescent/update/NoOp_1	/job:localhost/replica:0/task:0/device:CPU:0	0	0	0	['(no output info)']	Train/Model/GradientDescent/update/NoOp_1 = NoOp(^Train/Model/GradientDescent/update_Model/embedding/ScatterSub)
