gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/Tanh_grad/TanhGrad	TanhGrad	GPU-0	0	3635	3635	(128x128)(128x128)->(128x128)	50	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul/Enter_grad/Add	Add	GPU-0	0	3946	3946	(1x1)(1x1)->(1x1)	50	50	0
global_norm_1/Const	Const	GPU-0	16	74	303	(no input)->(int32 1x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/MatMul/Enter_grad/b_acc_1	Merge	GPU-0	2	294	677	(128x49x128)(128x49x128)->(128x49x128)(int32 1x1 slot 1 slot )	0	3	0
gradients/dynamic_seq2seq/encoder/rnn/while/Merge_5_grad/Switch	Switch	GPU-0	14	1233	3411	(128x128)(int32 1x1 slot 1 slot )(boolean 1x1)->(128x128)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_1_grad/Reshape	Reshape	GPU-0	29	1566	5194	(128x128)(int32 2x1)->(128x128)	0	50	0
gradients/dynamic_seq2seq/encoder/rnn/while/TensorArrayWrite/TensorArrayWriteV3_grad/TensorArrayReadV3/StackPopV2/Enter	Enter	GPU-0	23	58	215	(tf_resource 1x1)->(tf_resource 1x1)	0	50	0
dynamic_seq2seq/decoder/decoder/while/NextIteration_12	NextIteration	GPU-0	39	2304	6836	(boolean 128x1)->(boolean 128x1)	0	50	0
dynamic_seq2seq/decoder/LuongAttention/Shape	Shape	GPU-0	23	33	98	(128x19x128)->(int32 3x1)	0	18	0
dynamic_seq2seq/encoder/rnn/while/Less_1	Less	GPU-0	26	3869	7890	(int32 1x1)(int32 1x1 slot 1 slot )(int32 1x1)->(boolean 1x1)	0	50	0
gradients/dynamic_seq2seq/mul_1_grad/Shape	Shape	GPU-0	2	17	41	(39x128)->(int32 2x1)	0	5	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/MatMul/Enter_grad/b_acc_1	Merge	GPU-0	3	844	1997	(128x29x128)(128x29x128)->(128x29x128)(int32 1x1 slot 1 slot )	0	12	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_grad/Shape	Shape	GPU-0	12	2451	5664	(128x128)->(int32 2x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/MatMul_grad/MatMul_1/Enter	Enter	GPU-0	11	93	240	(tf_resource 1x1)->(tf_resource 1x1)	0	50	0
edge_2335_gradients/dynamic_seq2seq/decoder/embedding_lookup_grad/Reshape_1/MEMCPYHtoD	MEMCPYHtoD	GPU-0	0	2	2	(Transfer)->(23552 bytes)	0	0	1
dynamic_seq2seq/decoder/decoder/TensorArrayStack/TensorArraySizeV3	TensorArraySizeV3	GPU-0	27	194	302	(tf_resource 1x1)(1x1 slot 1 slot )(1x1)->(int32 1x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/TensorArrayWrite/TensorArrayWriteV3_grad/TensorArrayReadV3/Const	Const	GPU-0	19	66	161	(no input)->(int32 1x1)	0	50	0
dynamic_seq2seq/decoder/LuongAttention/assert_equal/Assert/Assert/data_4	Const	CPU-0	4	102	156	(no input)->(string 1x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/MatMul/Enter_grad/NextIteration	NextIteration	GPU-0	3	46	199	(128x9x128)->(128x9x128)	0	6	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/concat_grad/Slice	Slice	GPU-0	0	3743	3743	(128x256)(int32 2x1)(int32 2x1 slot 1 slot )(int32 2x1)(int32 2x1 slot 1 slot )->(128x128)	50	50	0
dynamic_seq2seq/encoder/rnn/sequence_length	Identity	GPU-0	5	10	27	(int32 128x39)(int32 128x39 slot 1 slot )(int32 128x39 slot 2 slot )(int32 128x1 slot 3 slot )(int32 128x1 slot 4 slot )->(int32 128x1)	0	5	0
dynamic_seq2seq/encoder/rnn/Assert/Assert/_114	Const	CPU-0	20	96	183	(no input)->(1x1)	0	50	0
dynamic_seq2seq/decoder/output_projection/Tensordot/MatMul	MatMul	GPU-0	0	13244	13244	(4992x128)(128x17191)->(4992x17191)	5	5	0
dynamic_seq2seq/encoder/rnn/CheckSeqLen	Identity	GPU-0	22	663	845	(int32 128x1)->(int32 128x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/Mul/f_acc	StackV2	GPU-0	16	211	329	(1)->(tf_resource 1x1)	0	50	0
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/assert_equal/Assert/Assert/_273	Identity	GPU-0	83	3183	9313	(no output info)->(1x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_1_grad/BroadcastGradientArgs/StackPushV2_1	StackPushV2	GPU-0	24	2379	5549	(tf_resource 1x1)(int32 2x1)->(int32 2x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/MatMul/Enter_grad/zeros/Const	Const	GPU-0	16	102	211	(no input)->(1x1)	0	50	0
gradients/dynamic_seq2seq/decoder/decoder/TrainingHelperInitialize/cond/TensorArrayReadV3_grad/TensorArrayGrad/TensorArrayGradV3	TensorArrayGradV3	GPU-0	30	24031	25559	(tf_resource 1x1)(1x1)->(tf_resource 1x1)(1x1 slot 1 slot )	0	50	0
gradients/zeros_like_1	ZerosLike	GPU-0	0	161	161	(128x128)->(128x128)	50	50	0
