Node	Time
827.0	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
815.31	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
793.7	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
790.69	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
788.21	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
778.12	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
615.9	GPU-0	CheckNumerics	|	(1x147x147x64)->(1x147x147x64)	 
597.89	GPU-0	CheckNumerics	|	(1x71x71x192)->(1x71x71x192)	 
559.31	GPU-0	CheckNumerics	|	(1x17x17x384)->(1x17x17x384)	 
525.74	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
496.99	GPU-0	_ZN10tensorflow83_GLOBAL__N__59_tmpxft_00001e6f_00000000_6_check_numerics_op_gpu_cu_cpp1_ii_99cbec1319CheckNumericsKernelIfEEvPKT_iPi	|	no inputs saved in stream->no outputs saved in stream	 
448.88	GPU-0	CheckNumerics	|	(1x35x35x48)->(1x35x35x48)	 
448.05	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
445.39	GPU-0	Conv2D	0.4 TFLOPS	(1x8x8x448)(3x3x448x384)->(1x8x8x384)	 
444.89	GPU-0	Conv2D	0.4 TFLOPS	(1x8x8x448)(3x3x448x384)->(1x8x8x384)	 
430.28	GPU-0	Conv2D	1.3 TFLOPS	(1x35x35x288)(3x3x288x384)->(1x17x17x384)	 
423.45	GPU-0	CheckNumerics	|	(1x8x8x320)->(1x8x8x320)	 
414.94	GPU-0	CheckNumerics	|	(1x35x35x48)->(1x35x35x48)	 
414.06	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
412.88	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
407.96	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
407.35	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
398.84	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
385.14	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
383.43	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
380.56	GPU-0	CheckNumerics	|	(1x35x35x48)->(1x35x35x48)	 
372.37	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
371.59	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
371.0	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
367.33	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
365.69	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
365.41	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
365.07	GPU-0	CheckNumerics	|	(1x17x17x128)->(1x17x17x128)	 
364.14	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
362.01	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
360.85	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
360.22	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
356.82	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
356.52	GPU-0	Conv2D	3.9 TFLOPS	(1x73x73x80)(3x3x80x192)->(1x71x71x192)	 
356.2	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
346.53	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
345.92	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
344.33	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
344.07	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
343.11	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
341.94	GPU-0	CheckNumerics	|	(1x147x147x32)->(1x147x147x32)	 
339.34	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
338.19	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
336.04	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
334.65	GPU-0	Conv2D	2.4 TFLOPS	(1x147x147x32)(3x3x32x64)->(1x147x147x64)	 
331.0	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
329.36	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
324.26	GPU-0	CheckNumerics	|	(1x17x17x128)->(1x17x17x128)	 
318.05	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
311.94	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
297.03	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
296.69	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
296.6	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
295.51	GPU-0	CheckNumerics	|	(1x73x73x80)->(1x73x73x80)	 
292.4	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
289.1	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
280.54	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
280.16	GPU-0	CheckNumerics	|	(1x17x17x128)->(1x17x17x128)	 
278.95	GPU-0	CheckNumerics	|	(1x35x35x96)->(1x35x35x96)	 
272.03	GPU-0	CheckNumerics	|	(1x149x149x32)->(1x149x149x32)	 
271.7	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
271.21	GPU-0	Conv2D	0.3 TFLOPS	(1x17x17x192)(3x3x192x320)->(1x8x8x320)	 
270.97	GPU-0	CheckNumerics	|	(1x35x35x288)->(1x35x35x288)	 
270.91	GPU-0	CheckNumerics	|	(1x35x35x64)->(1x35x35x64)	 
265.56	GPU-0	CheckNumerics	|	(1x35x35x96)->(1x35x35x96)	 
258.36	GPU-0	CheckNumerics	|	(1x17x17x128)->(1x17x17x128)	 
253.51	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
253.16	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
250.62	GPU-0	AvgPool	0.0 TFLOPS	(1x35x35x288)->(1x35x35x288)	 
246.22	GPU-0	CheckNumerics	|	(1x35x35x96)->(1x35x35x96)	 
244.02	GPU-0	CheckNumerics	|	(1x17x17x128)->(1x17x17x128)	 
243.59	GPU-0	CheckNumerics	|	(1x35x35x32)->(1x35x35x32)	 
241.34	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
240.92	GPU-0	CheckNumerics	|	(1x8x8x192)->(1x8x8x192)	 
240.9	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
236.76	CPU-0	DecodeJpeg	|	(string 1x1)->(uint8 100x100x3)	 
233.04	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
229.9	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
221.68	GPU-0	AvgPool	0.0 TFLOPS	(1x35x35x256)->(1x35x35x256)	 
213.13	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
205.8	GPU-0	Conv2D	1.9 TFLOPS	(1x149x149x32)(3x3x32x32)->(1x147x147x32)	 
205.78	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
203.33	GPU-0	Conv2D	0.2 TFLOPS	(1x17x17x192)(3x3x192x192)->(1x8x8x192)	 
202.34	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
200.58	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(1x3x384x384)->(1x8x8x384)	 
200.31	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(1x3x384x384)->(1x8x8x384)	 
197.03	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(1x3x384x384)->(1x8x8x384)	 
196.89	GPU-0	CheckNumerics	|	(1x147x147x64)->(1x147x147x64)	 
196.67	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(1x3x384x384)->(1x8x8x384)	 
194.88	GPU-0	Conv2D	0.8 TFLOPS	(1x17x17x192)(7x1x192x192)->(1x17x17x192)	 
194.4	GPU-0	Conv2D	0.8 TFLOPS	(1x17x17x192)(7x1x192x192)->(1x17x17x192)	 
194.02	GPU-0	Conv2D	0.8 TFLOPS	(1x17x17x192)(7x1x192x192)->(1x17x17x192)	 
193.82	GPU-0	Conv2D	0.8 TFLOPS	(1x17x17x192)(7x1x192x192)->(1x17x17x192)	 
193.21	GPU-0	CheckNumerics	|	(1x8x8x448)->(1x8x8x448)	 
192.08	GPU-0	CheckNumerics	|	(1x8x8x320)->(1x8x8x320)	 
191.52	GPU-0	CheckNumerics	|	(1x8x8x192)->(1x8x8x192)	 
191.08	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
190.92	GPU-0	CheckNumerics	|	(1x8x8x384)->(1x8x8x384)	 
189.39	GPU-0	CheckNumerics	|	(1x17x17x160)->(1x17x17x160)	 
187.53	GPU-0	CheckNumerics	|	(1x8x8x320)->(1x8x8x320)	 
185.84	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(3x1x384x384)->(1x8x8x384)	 
185.74	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(3x1x384x384)->(1x8x8x384)	 
184.59	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(3x1x384x384)->(1x8x8x384)	 
184.5	GPU-0	CheckNumerics	|	(1x8x8x192)->(1x8x8x192)	 
183.82	GPU-0	Conv2D	0.3 TFLOPS	(1x8x8x384)(3x1x384x384)->(1x8x8x384)	 
180.16	GPU-0	CheckNumerics	|	(1x8x8x448)->(1x8x8x448)	 
180.04	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
177.28	GPU-0	Conv2D	0.8 TFLOPS	(1x17x17x192)(1x7x192x192)->(1x17x17x192)	 
174.88	GPU-0	Conv2D	0.9 TFLOPS	(1x17x17x192)(1x7x192x192)->(1x17x17x192)	 
173.96	GPU-0	Conv2D	0.9 TFLOPS	(1x17x17x192)(1x7x192x192)->(1x17x17x192)	 
173.85	GPU-0	Conv2D	0.9 TFLOPS	(1x17x17x192)(1x7x192x192)->(1x17x17x192)	 
172.39	GPU-0	Conv2D	0.7 TFLOPS	(1x17x17x160)(7x1x160x192)->(1x17x17x192)	 
172.0	GPU-0	Conv2D	0.7 TFLOPS	(1x17x17x160)(7x1x160x192)->(1x17x17x192)	 
164.24	GPU-0	AvgPool	0.0 TFLOPS	(1x35x35x192)->(1x35x35x192)	 
163.47	GPU-0	CheckNumerics	|	(1x17x17x128)->(1x17x17x128)	 
162.85	GPU-0	Conv2D	0.6 TFLOPS	(1x17x17x160)(7x1x160x160)->(1x17x17x160)	 
162.56	GPU-0	Conv2D	0.6 TFLOPS	(1x17x17x160)(7x1x160x160)->(1x17x17x160)	 
160.68	GPU-0	CheckNumerics	|	(1x17x17x192)->(1x17x17x192)	 
156.93	GPU-0	AvgPool	0.0 TFLOPS	(1x17x17x768)->(1x17x17x768)	 
156.55	GPU-0	AvgPool	0.0 TFLOPS	(1x17x17x768)->(1x17x17x768)	 
156.41	GPU-0	Conv2D	0.8 TFLOPS	(1x17x17x160)(1x7x160x192)->(1x17x17x192)	 
156.37	GPU-0	AvgPool	0.0 TFLOPS	(1x17x17x768)->(1x17x17x768)	 
156.34	GPU-0	Conv2D	0.8 TFLOPS	(1x17x17x160)(1x7x160x192)->(1x17x17x192)	 
156.23	GPU-0	AvgPool	0.0 TFLOPS	(1x17x17x768)->(1x17x17x768)	 
155.04	GPU-0	Conv2D	0.7 TFLOPS	(1x17x17x160)(1x7x160x160)->(1x17x17x160)	 
154.73	GPU-0	Conv2D	0.7 TFLOPS	(1x17x17x160)(1x7x160x160)->(1x17x17x160)	 
153.94	GPU-0	CheckNumerics	|	(1x71x71x192)->(1x71x71x192)	 
153.72	GPU-0	BatchNormWithGlobalNormalization	|	(1x147x147x64)(64x1)(64x1)(64x1)(64x1)->(1x147x147x64)	 
153.37	GPU-0	CheckNumerics	|	(1x17x17x96)->(1x17x17x96)	 
153.28	GPU-0	Conv2D	0.7 TFLOPS	(1x17x17x160)(1x7x160x160)->(1x17x17x160)	 
