Node	Time
30753.51	GPU-0	LRNGrad	|	(128x27x27x192)(128x27x27x192)(128x27x27x192)->(128x27x27x192)	 
23975.83	GPU-0	LRNGrad	|	(128x56x56x64)(128x56x56x64)(128x56x56x64)->(128x56x56x64)	 
23641.52	GPU-0	LRN	|	(128x27x27x192)->(128x27x27x192)	 
20983.62	GPU-0	LRN	|	(128x56x56x64)->(128x56x56x64)	 
13517.08	GPU-0	Conv2DBackpropFilter	1.4 TFLOPS	(128x224x224x3)(int32 4x1)(128x56x56x64)->(11x11x3x64)	 
8613.72	GPU-0	Conv2D	2.2 TFLOPS	(128x3x224x224)(11x11x3x64)->(128x64x56x56)	 
6827.92	GPU-0	Conv2DBackpropFilter	5.6 TFLOPS	(128x13x13x384)(int32 4x1)(128x13x13x256)->(3x3x384x256)	 
6559.23	GPU-0	Conv2DBackpropFilter	4.4 TFLOPS	(128x13x13x192)(int32 4x1)(128x13x13x384)->(3x3x192x384)	 
6419.36	GPU-0	Conv2DBackpropFilter	8.9 TFLOPS	(128x27x27x64)(int32 4x1)(128x27x27x192)->(5x5x64x192)	 
6153.42	GPU-0	Conv2DBackpropInput	6.2 TFLOPS	(int32 4x1)(3x3x384x256)(128x256x13x13)->(128x384x13x13)	 
6132.95	GPU-0	Conv2D	6.2 TFLOPS	(128x384x13x13)(3x3x384x256)->(128x256x13x13)	 
5102.51	GPU-0	Conv2D	5.6 TFLOPS	(128x192x13x13)(3x3x192x384)->(128x384x13x13)	 
5023.91	GPU-0	Conv2DBackpropInput	5.7 TFLOPS	(int32 4x1)(3x3x192x384)(128x384x13x13)->(128x192x13x13)	 
4804.2	GPU-0	Conv2DBackpropFilter	5.3 TFLOPS	(128x13x13x256)(int32 4x1)(128x13x13x256)->(3x3x256x256)	 
4626.85	GPU-0	Conv2D	12.4 TFLOPS	(128x64x27x27)(5x5x64x192)->(128x192x27x27)	 
4548.08	GPU-0	Conv2DBackpropInput	12.6 TFLOPS	(int32 4x1)(5x5x64x192)(128x192x27x27)->(128x64x27x27)	 
4208.04	GPU-0	Conv2D	6.1 TFLOPS	(128x256x13x13)(3x3x256x256)->(128x256x13x13)	 
4050.3	GPU-0	Conv2DBackpropInput	6.3 TFLOPS	(int32 4x1)(3x3x256x256)(128x256x13x13)->(128x256x13x13)	 
3041.08	GPU-0	MaxPoolGrad	0.0 TFLOPS	(128x64x56x56)(128x64x27x27)(128x64x27x27)->(128x64x56x56)	 
1977.59	GPU-0	ReluGrad	|	(128x64x56x56)(128x64x56x56)->(128x64x56x56)	 
1866.45	GPU-0	Transpose	|	(128x224x224x3)(int32 4x1)->(128x3x224x224)	 
1713.54	GPU-0	BiasAdd	0.0 TFLOPS	(128x64x56x56)(64x1)->(128x64x56x56)	 
1383.94	GPU-0	ReluGrad	|	(128x192x27x27)(128x192x27x27)->(128x192x27x27)	 
1370.5	GPU-0	Transpose	|	(128x56x56x64)(int32 4x1)->(128x64x56x56)	 
1362.68	GPU-0	Transpose	|	(128x56x56x64)(int32 4x1)->(128x64x56x56)	 
1358.44	GPU-0	Transpose	|	(128x64x56x56)(int32 4x1)->(128x56x56x64)	 
1358.26	GPU-0	Transpose	|	(128x64x56x56)(int32 4x1)->(128x56x56x64)	 
1352.23	GPU-0	Transpose	|	(128x64x56x56)(int32 4x1)->(128x56x56x64)	 
1344.04	GPU-0	Relu	|	(128x64x56x56)->(128x64x56x56)	 
1298.45	GPU-0	MaxPoolGrad	0.0 TFLOPS	(128x192x27x27)(128x192x13x13)(128x192x13x13)->(128x192x27x27)	 
1235.07	GPU-0	MaxPool	0.0 TFLOPS	(128x64x56x56)->(128x64x27x27)	 
1183.39	GPU-0	BiasAdd	0.0 TFLOPS	(128x192x27x27)(192x1)->(128x192x27x27)	 
959.61	GPU-0	Transpose	|	(128x27x27x192)(int32 4x1)->(128x192x27x27)	 
949.92	GPU-0	Transpose	|	(128x192x27x27)(int32 4x1)->(128x27x27x192)	 
949.91	GPU-0	Transpose	|	(128x192x27x27)(int32 4x1)->(128x27x27x192)	 
949.59	GPU-0	Transpose	|	(128x27x27x192)(int32 4x1)->(128x192x27x27)	 
946.7	GPU-0	Transpose	|	(128x192x27x27)(int32 4x1)->(128x27x27x192)	 
936.94	GPU-0	Relu	|	(128x192x27x27)->(128x192x27x27)	 
895.72	GPU-0	MaxPool	0.0 TFLOPS	(128x192x27x27)->(128x192x13x13)	 
799.92	GPU-0	MaxPoolGrad	0.0 TFLOPS	(128x256x13x13)(128x256x6x6)(128x256x6x6)->(128x256x13x13)	 
754.93	GPU-0	BiasAddGrad	0.0 TFLOPS	(128x56x56x64)->(64x1)	 
656.93	GPU-0	ReluGrad	|	(128x384x13x13)(128x384x13x13)->(128x384x13x13)	 
544.91	GPU-0	BiasAdd	0.0 TFLOPS	(128x384x13x13)(384x1)->(128x384x13x13)	 
491.57	GPU-0	BiasAddGrad	0.0 TFLOPS	(128x27x27x192)->(192x1)	 
443.54	GPU-0	Transpose	|	(128x384x13x13)(int32 4x1)->(128x13x13x384)	 
441.59	GPU-0	Transpose	|	(128x384x13x13)(int32 4x1)->(128x13x13x384)	 
435.28	GPU-0	Relu	|	(128x384x13x13)->(128x384x13x13)	 
428.37	GPU-0	ReluGrad	|	(128x256x13x13)(128x256x13x13)->(128x256x13x13)	 
426.64	GPU-0	ReluGrad	|	(128x256x13x13)(128x256x13x13)->(128x256x13x13)	 
363.8	GPU-0	BiasAdd	0.0 TFLOPS	(128x256x13x13)(256x1)->(128x256x13x13)	 
363.79	GPU-0	BiasAdd	0.0 TFLOPS	(128x256x13x13)(256x1)->(128x256x13x13)	 
316.19	GPU-0	Transpose	|	(128x64x27x27)(int32 4x1)->(128x27x27x64)	 
301.27	GPU-0	MEMCPYDtoH	|	(Transfer)->(3538944 bytes)	 
294.94	GPU-0	Transpose	|	(128x256x13x13)(int32 4x1)->(128x13x13x256)	 
294.13	GPU-0	Transpose	|	(128x256x13x13)(int32 4x1)->(128x13x13x256)	 
294.08	GPU-0	Transpose	|	(128x256x13x13)(int32 4x1)->(128x13x13x256)	 
290.47	GPU-0	Relu	|	(128x256x13x13)->(128x256x13x13)	 
290.45	GPU-0	Relu	|	(128x256x13x13)->(128x256x13x13)	 
271.45	GPU-0	MaxPool	0.0 TFLOPS	(128x256x13x13)->(128x256x6x6)	 
259.26	GPU-0	MEMCPYDtoH	|	(Transfer)->(2654208 bytes)	 
258.87	GPU-0	BiasAddGrad	0.0 TFLOPS	(128x13x13x384)->(384x1)	 
244.36	GPU-0	MEMCPYDtoH	|	(Transfer)->(2359296 bytes)	 
220.04	GPU-0	Transpose	|	(128x192x13x13)(int32 4x1)->(128x13x13x192)	 
171.41	GPU-0	BiasAddGrad	0.0 TFLOPS	(128x13x13x256)->(256x1)	 
170.1	GPU-0	BiasAddGrad	0.0 TFLOPS	(128x13x13x256)->(256x1)	 
104.69	GPU-0	MEMCPYDtoH	|	(Transfer)->(1228800 bytes)	 
15.95	GPU-0	VariableV2	|	(no input)->(256x1)	 
7.09	GPU-0	MEMCPYDtoH	|	(Transfer)->(92928 bytes)	 
6.33	GPU-0	NoOp	|	(no input)->(no output info)	 
4.42	GPU-0	VariableV2	|	(no input)->(128x224x224x3)	 
3.58	GPU-0	VariableV2	|	(no input)->(5x5x64x192)	 
3.31	GPU-0	VariableV2	|	(no input)->(11x11x3x64)	 
2.7	GPU-0	VariableV2	|	(no input)->(3x3x192x384)	 
2.66	GPU-0	VariableV2	|	(no input)->(64x1)	 
2.59	GPU-0	VariableV2	|	(no input)->(192x1)	 
2.5	GPU-0	MEMCPYDtoH	|	(Transfer)->(1536 bytes)	 
2.45	GPU-0	Const	|	(no input)->(int32 4x1)	 
2.0	GPU-0	VariableV2	|	(no input)->(384x1)	 
1.93	GPU-0	VariableV2	|	(no input)->(3x3x384x256)	 
1.77	CPU-0	_Retval	|	(256x1)->(no output info)	 
1.72	GPU-0	VariableV2	|	(no input)->(256x1)	 
1.69	GPU-0	VariableV2	|	(no input)->(3x3x256x256)	 
1.54	GPU-0	Identity	|	(256x1)->(256x1)	 
1.42	GPU-0	MEMCPYDtoH	|	(Transfer)->(768 bytes)	 
1.39	GPU-0	MEMCPYDtoH	|	(Transfer)->(1024 bytes)	 
1.3	GPU-0	Const	|	(no input)->(int32 4x1)	 
1.18	GPU-0	Identity	|	(64x1)->(64x1)	 
1.17	CPU-0	_Retval	|	(64x1)->(no output info)	 
1.16	GPU-0	Identity	|	(384x1)->(384x1)	 
1.13	GPU-0	MEMCPYDtoH	|	(Transfer)->(1024 bytes)	 
1.12	GPU-0	Identity	|	(3x3x256x256)->(3x3x256x256)	 
1.11	CPU-0	NoOp	|	(no input)->(no output info)	 
1.06	GPU-0	Const	|	(no input)->(int32 4x1)	 
1.02	GPU-0	Identity	|	(3x3x192x384)->(3x3x192x384)	 
1.02	GPU-0	Const	|	(no input)->(int32 4x1)	 
1.02	GPU-0	Const	|	(no input)->(int32 4x1)	 
1.0	GPU-0	MEMCPYDtoH	|	(Transfer)->(256 bytes)	 
0.96	GPU-0	Identity	|	(11x11x3x64)->(11x11x3x64)	 
0.95	GPU-0	Identity	|	(192x1)->(192x1)	 
0.94	GPU-0	Const	|	(no input)->(int32 4x1)	 
0.93	CPU-0	_Retval	|	(256x1)->(no output info)	 
0.9	GPU-0	Const	|	(no input)->(int32 4x1)	 
0.9	GPU-0	Const	|	(no input)->(int32 4x1)	 
